external_ref,oem,model,chemistry,rated_capacity_kwh,nominal_voltage,manufacture_date,source_city,source_state,lat,lng,cycle_count,capacity_now_kwh,avg_temp_c,max_temp_c,thermal_stress_hours,internal_resistance_mohm,ir_growth_pct,coulombic_efficiency,fade_rate,fade_acceleration,cv_phase_fraction,voltage_slope,voltage_variance,discharge_efficiency
BAT-0545,Fleet Operator B (2W),VoltPack-3700,NMC,3.7,48.0,2024-11-22,Ahmedabad,Gujarat,22.9,72.6343,1364,2.67,33.7,45.7,48.0,39.3,74.6,0.9906,1.722,0.032,0.291,0.194,0.099,0.9365
BAT-0546,Fleet Operator B (3W),VoltPack-5700,NMC,5.7,48.0,2021-05-04,Ahmedabad,Gujarat,23.1504,72.4992,402,5.29,27.6,37.1,6.9,24.6,5.6,0.9973,1.513,0.042,0.137,0.091,0.0132,0.9802
BAT-0547,Fleet Operator C (2W),VoltPack-3000,NMC,3.0,48.0,2023-06-04,Hyderabad,Telangana,17.4473,78.3879,903,2.22,34.7,52.1,32.5,40.0,45.8,0.9911,3.122,0.017,0.278,0.186,0.0452,0.9402
BAT-0548,Fleet Operator B (2W),VoltPack-3600,LFP,3.6,48.0,2021-05-05,Bengaluru,Karnataka,13.103,77.5676,602,2.55,32.5,47.8,29.6,18.1,44.5,0.9902,4.556,0.007,0.301,0.2,0.0607,0.9338
BAT-0549,Fleet Operator A (2W),VoltPack-3800,LFP,3.8,48.0,2022-01-22,Pune,Maharashtra,18.5181,73.7538,686,2.53,33.5,41.2,78.2,24.2,36.9,0.9888,5.621,0.033,0.332,0.222,0.1088,0.9249
BAT-0550,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,60.0,2022-09-18,Indore,Madhya Pradesh,22.6708,75.9781,1076,2.54,30.3,51.9,52.1,42.1,26.0,0.9908,2.321,0.079,0.287,0.191,0.0387,0.9376
BAT-0551,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,60.0,2021-06-22,Chennai,Tamil Nadu,13.0915,80.1783,590,3.55,33.6,38.8,26.0,34.3,27.9,0.9953,2.338,0.029,0.183,0.122,0.0212,0.9673
BAT-0552,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,60.0,2023-06-28,Pune,Maharashtra,18.5273,73.9771,1395,2.39,38.7,65.8,138.1,19.4,41.9,0.9887,2.746,0.035,0.336,0.224,0.12,0.9239
BAT-0553,Fleet Operator A (4W),VoltPack-32900,NMC,32.9,96.0,2022-04-12,Jaipur,Rajasthan,26.9113,75.8488,1793,21.98,30.4,51.6,53.4,22.0,22.5,0.9888,1.761,0.013,0.331,0.221,0.0958,0.9251
BAT-0554,Fleet Operator B (2W),VoltPack-3700,NMC,3.7,48.0,2021-06-18,Kochi,Kerala,9.8106,76.1391,1037,2.61,31.9,42.5,13.6,13.5,24.1,0.9901,2.851,0.069,0.303,0.202,0.0571,0.9332
BAT-0555,Fleet Operator B (2W),VoltPack-3200,NMC,3.2,52.0,2024-02-08,Bengaluru,Karnataka,12.9569,77.708,1484,1.99,39.5,63.1,87.3,39.6,30.6,0.9873,2.079,0.03,0.366,0.244,0.1479,0.9153
BAT-0556,Fleet Operator C (2W),VoltPack-3200,NMC,3.2,48.0,2022-09-19,Chennai,Tamil Nadu,13.204,80.1672,441,3.03,29.5,36.3,13.9,37.7,11.5,0.9979,1.034,0.021,0.123,0.082,0.005,0.9841
BAT-0557,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,60.0,2023-04-22,Hyderabad,Telangana,17.4503,78.358,1165,2.27,33.8,46.9,58.4,31.1,54.4,0.9876,3.557,0.015,0.36,0.24,0.0532,0.917
BAT-0558,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,48.0,2023-08-17,New Delhi,Delhi,28.5914,77.324,1656,2.22,35.5,45.7,86.6,23.0,55.0,0.9872,2.629,0.02,0.37,0.247,0.0955,0.9142
BAT-0559,Fleet Operator B (2W),VoltPack-3100,LFP,3.1,52.0,2023-09-25,Mumbai,Maharashtra,19.0318,72.7306,958,2.39,33.9,43.6,27.0,41.0,29.1,0.9922,2.454,0.1,0.254,0.169,0.0749,0.9472
BAT-0560,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,48.0,2021-05-13,Pune,Maharashtra,18.5713,73.906,1546,2.38,34.0,41.2,53.6,27.3,38.4,0.9886,1.89,0.008,0.336,0.224,0.084,0.9238
BAT-0561,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,60.0,2024-02-21,Kochi,Kerala,9.8175,76.2173,1115,2.46,31.9,40.2,48.2,39.4,26.7,0.9913,2.04,0.042,0.274,0.183,0.036,0.9414
BAT-0562,Fleet Operator C (2W),VoltPack-4000,LFP,4.0,52.0,2024-08-11,Pune,Maharashtra,18.419,73.7373,1160,1.86,38.4,53.7,101.6,15.6,46.4,0.985,5.344,0.086,0.42,0.28,0.0644,0.9
BAT-0563,Fleet Operator C (2W),VoltPack-3100,LFP,3.1,48.0,2023-02-06,Jaipur,Rajasthan,26.7653,75.6488,1358,2.36,33.1,44.7,58.4,25.6,29.6,0.9918,1.933,0.079,0.262,0.175,0.0587,0.9447
BAT-0564,Fleet Operator C (2W),VoltPack-4200,NMC,4.2,52.0,2022-12-07,Hyderabad,Telangana,17.4726,78.4575,206,3.87,30.5,41.2,3.5,43.1,15.9,0.997,4.434,0.04,0.142,0.095,0.0149,0.9788
BAT-0565,Fleet Operator B (2W),VoltPack-3200,LCO,3.2,48.0,2023-10-02,New Delhi,Delhi,28.6995,77.2699,812,2.77,28.6,46.7,9.6,17.6,33.7,0.9953,1.37,0.026,0.182,0.122,0.0363,0.9673
BAT-0566,Fleet Operator A (2W),VoltPack-4300,LFP,4.3,48.0,2023-11-28,Pune,Maharashtra,18.4334,73.8283,1439,2.68,36.4,53.6,60.8,20.5,11.4,0.9874,2.423,0.024,0.365,0.244,0.1255,0.9155
BAT-0567,Fleet Operator C (2W),VoltPack-3400,LFP,3.4,52.0,2023-12-06,Kochi,Kerala,9.8487,76.2115,1088,1.55,34.0,51.6,51.9,24.3,34.5,0.985,4.847,0.011,0.42,0.28,0.184,0.9
BAT-0568,Fleet Operator A (2W),VoltPack-3700,LFP,3.7,60.0,2021-08-10,New Delhi,Delhi,28.5762,77.1949,915,2.77,29.2,41.7,56.0,15.4,45.4,0.9914,2.343,0.028,0.271,0.181,0.0512,0.9421
BAT-0569,Fleet Operator A (3W),VoltPack-6700,LCO,6.7,48.0,2022-01-11,Mumbai,Maharashtra,18.9985,72.8079,1353,4.76,36.5,62.7,80.0,29.1,40.7,0.9902,1.893,0.089,0.3,0.2,0.0566,0.934
BAT-0570,Fleet Operator A (2W),VoltPack-3900,NMC,3.9,48.0,2022-09-21,Mumbai,Maharashtra,19.2143,72.9018,516,3.43,33.2,40.7,10.2,29.5,29.6,0.9957,2.503,0.021,0.172,0.115,0.0196,0.9702
BAT-0571,Fleet Operator A (2W),VoltPack-4200,NMC,4.2,52.0,2021-12-20,Pune,Maharashtra,18.625,73.8108,1857,1.97,32.9,49.2,109.1,27.4,21.9,0.985,3.269,0.04,0.42,0.28,0.145,0.9
BAT-0572,Fleet Operator C (2W),VoltPack-3600,NMC,3.6,52.0,2023-06-27,New Delhi,Delhi,28.6978,77.1301,1522,2.81,31.0,51.9,55.8,21.4,47.6,0.9925,1.186,0.034,0.247,0.164,0.0381,0.9491
BAT-0573,Fleet Operator B (2W),VoltPack-3100,LFP,3.1,60.0,2021-09-02,New Delhi,Delhi,28.4958,77.2102,231,2.9,29.3,41.0,12.4,33.5,13.0,0.9976,3.265,0.029,0.13,0.087,0.0072,0.9822
BAT-0574,Fleet Operator C (2W),VoltPack-3500,NMC,3.5,52.0,2021-07-22,Mumbai,Maharashtra,19.0085,72.7822,1382,2.52,33.4,45.7,58.0,23.4,22.6,0.9905,2.346,0.035,0.292,0.195,0.0471,0.9363
BAT-0575,Fleet Operator A (3W),VoltPack-6000,NMC,6.0,60.0,2024-04-23,Mumbai,Maharashtra,19.0724,72.7332,1100,2.71,34.7,43.6,48.3,29.5,20.7,0.985,4.287,0.012,0.42,0.28,0.1135,0.9
BAT-0576,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,52.0,2023-03-15,New Delhi,Delhi,28.4902,77.1524,1128,2.3,36.9,51.0,31.1,19.9,56.2,0.9879,3.408,0.024,0.353,0.236,0.1413,0.9189
BAT-0577,Fleet Operator B (4W),VoltPack-29100,NMC,29.1,96.0,2021-11-11,Lucknow,Uttar Pradesh,26.7934,80.8799,870,19.66,33.7,43.0,56.3,33.7,27.6,0.9891,3.598,0.087,0.326,0.217,0.0726,0.9267
BAT-0578,Fleet Operator A (2W),VoltPack-4200,LFP,4.2,52.0,2021-01-15,Hyderabad,Telangana,17.4506,78.4783,1730,2.04,39.0,48.1,118.8,35.8,21.4,0.985,2.934,0.002,0.42,0.28,0.1805,0.9
BAT-0579,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,60.0,2024-11-13,Hyderabad,Telangana,17.4067,78.5384,1354,2.24,33.1,43.9,70.4,18.5,23.0,0.9892,1.918,0.072,0.323,0.215,0.0817,0.9275
BAT-0580,Fleet Operator A (2W),VoltPack-3700,LFP,3.7,60.0,2024-09-20,Pune,Maharashtra,18.5989,73.8682,1446,2.75,34.3,48.7,58.1,13.8,29.6,0.9912,1.747,0.02,0.276,0.184,0.0747,0.9409
BAT-0581,Fleet Operator A (3W),VoltPack-7100,LFP,7.1,60.0,2022-02-09,Lucknow,Uttar Pradesh,26.9194,80.8254,827,5.84,29.5,49.5,11.7,16.9,28.4,0.9938,2.022,0.043,0.216,0.144,0.0551,0.9578
BAT-0582,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,52.0,2021-02-12,Hyderabad,Telangana,17.4429,78.3456,1422,2.63,31.9,45.6,45.1,30.3,11.8,0.9908,2.081,0.024,0.286,0.19,0.0537,0.9381
BAT-0583,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,48.0,2021-09-03,Pune,Maharashtra,18.6011,73.7145,900,2.75,33.8,44.1,33.1,16.0,11.5,0.9934,2.267,0.033,0.227,0.151,0.0588,0.9547
BAT-0584,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,60.0,2024-07-18,Pune,Maharashtra,18.4315,73.7157,1692,2.11,34.5,45.7,76.6,16.4,50.0,0.9892,1.991,0.034,0.323,0.215,0.1077,0.9274
BAT-0585,Fleet Operator A (2W),VoltPack-3800,LFP,3.8,48.0,2024-04-05,Ahmedabad,Gujarat,23.1542,72.4787,918,2.85,35.5,43.4,18.4,17.8,13.1,0.9915,2.641,0.019,0.269,0.179,0.0374,0.9428
BAT-0586,Fleet Operator A (2W),VoltPack-3000,NMC,3.0,52.0,2022-07-04,Bengaluru,Karnataka,12.942,77.4998,1113,1.73,38.7,47.9,87.8,31.3,40.7,0.9859,4.368,0.037,0.4,0.267,0.1594,0.9056
BAT-0587,Fleet Operator B (3W),VoltPack-5600,NMC,5.6,60.0,2022-07-15,Mumbai,Maharashtra,19.0013,72.8434,574,4.04,30.1,43.1,39.4,38.2,42.0,0.9905,5.807,0.087,0.292,0.195,0.0437,0.9363
BAT-0588,Fleet Operator C (2W),VoltPack-4300,NMC,4.3,48.0,2024-04-27,Bengaluru,Karnataka,12.864,77.5126,1441,2.62,35.9,52.3,29.8,31.5,16.3,0.9869,2.848,0.029,0.375,0.25,0.1012,0.9127
BAT-0589,Fleet Operator B (2W),VoltPack-3400,LFP,3.4,48.0,2022-02-07,Bengaluru,Karnataka,12.8239,77.5482,815,2.95,30.5,38.4,12.5,31.0,36.5,0.9953,1.941,0.004,0.182,0.122,0.0399,0.9673
BAT-0590,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,60.0,2021-03-13,Chennai,Tamil Nadu,13.0164,80.4161,226,3.23,26.3,41.8,3.2,32.6,13.0,0.9971,3.982,0.037,0.141,0.094,0.0134,0.979
BAT-0591,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,48.0,2024-07-10,Jaipur,Rajasthan,26.822,75.7634,830,3.32,28.7,42.1,14.6,13.2,9.4,0.9935,2.668,0.01,0.225,0.15,0.0666,0.9553
BAT-0592,Fleet Operator A (2W),VoltPack-3800,LFP,3.8,48.0,2022-04-05,New Delhi,Delhi,28.5012,77.1148,1450,2.91,31.4,49.4,16.4,21.2,52.3,0.992,1.727,0.001,0.259,0.172,0.0691,0.9457
BAT-0593,Fleet Operator B (4W),VoltPack-38000,LFP,38.0,96.0,2021-02-05,Mumbai,Maharashtra,19.1342,73.0248,583,28.0,29.5,41.3,34.7,14.9,44.1,0.9911,3.76,0.016,0.28,0.187,0.0753,0.9397
BAT-0594,Fleet Operator A (2W),VoltPack-3700,LFP,3.7,52.0,2021-06-21,New Delhi,Delhi,28.6315,77.1342,825,2.66,35.5,44.2,23.3,22.9,46.8,0.9905,3.195,0.078,0.293,0.196,0.0771,0.9358
BAT-0595,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,48.0,2021-02-01,New Delhi,Delhi,28.7234,77.1364,493,2.53,31.4,41.2,21.7,15.6,17.8,0.9921,5.58,0.007,0.257,0.171,0.0321,0.9463
BAT-0596,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,60.0,2021-09-18,Chennai,Tamil Nadu,13.1236,80.3404,1274,3.14,31.9,41.3,59.8,15.2,16.2,0.9908,1.972,0.009,0.285,0.19,0.0805,0.9382
BAT-0597,Fleet Operator B (3W),VoltPack-6200,LFP,6.2,48.0,2023-01-09,New Delhi,Delhi,28.6731,77.2486,877,4.15,33.0,50.8,61.0,38.6,76.4,0.9889,3.893,0.028,0.331,0.221,0.0604,0.9252
BAT-0598,Fleet Operator C (2W),VoltPack-4100,LFP,4.1,60.0,2022-10-16,New Delhi,Delhi,28.575,77.1893,486,3.15,32.6,42.6,40.8,34.3,44.8,0.9921,4.657,0.007,0.257,0.171,0.0325,0.9463
BAT-0599,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2022-09-14,Mumbai,Maharashtra,19.0757,72.8216,1712,2.98,31.8,41.7,47.3,36.8,35.7,0.9897,1.764,0.035,0.312,0.208,0.0579,0.9305
BAT-0600,Fleet Operator A (2W),VoltPack-4300,LFP,4.3,52.0,2023-09-07,Bengaluru,Karnataka,13.0225,77.7394,1417,2.61,37.6,53.5,83.3,22.1,29.3,0.9869,3.038,0.035,0.377,0.251,0.1306,0.9122
BAT-0601,Fleet Operator B (3W),VoltPack-5000,NMC,5.0,48.0,2021-09-08,Pune,Maharashtra,18.482,73.8713,366,4.2,32.8,41.9,22.2,34.1,32.0,0.9944,5.159,0.016,0.203,0.135,0.0416,0.9616
BAT-0602,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,60.0,2021-02-28,Pune,Maharashtra,18.494,73.7713,562,2.34,29.1,47.0,18.4,13.5,16.1,0.9902,4.842,0.033,0.3,0.2,0.105,0.9339
BAT-0603,Fleet Operator C (2W),VoltPack-4000,NMC,4.0,52.0,2022-03-20,Chennai,Tamil Nadu,13.1072,80.1992,1375,2.7,35.5,48.0,67.6,23.7,45.3,0.9891,2.593,0.035,0.326,0.218,0.0469,0.9265
BAT-0604,Fleet Operator B (2W),VoltPack-4200,LCO,4.2,60.0,2021-08-17,Hyderabad,Telangana,17.2985,78.466,897,3.22,33.2,49.3,12.2,31.8,53.1,0.9921,2.571,0.06,0.257,0.171,0.0804,0.9462
BAT-0605,Fleet Operator C (2W),VoltPack-3900,NMC,3.9,60.0,2023-12-24,New Delhi,Delhi,28.5524,77.3439,1748,2.44,34.2,41.3,68.8,28.7,17.3,0.9874,2.004,0.088,0.364,0.243,0.1293,0.9158
BAT-0606,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,60.0,2021-09-18,Lucknow,Uttar Pradesh,26.9589,81.0058,883,2.1,37.1,42.3,70.1,27.1,23.4,0.9892,3.026,0.073,0.324,0.216,0.1241,0.9273
BAT-0607,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,52.0,2022-10-10,Kochi,Kerala,10.0099,76.3788,1511,2.61,35.0,43.0,85.2,26.6,38.4,0.9895,2.471,0.005,0.317,0.211,0.0455,0.9293
BAT-0608,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,60.0,2022-05-17,New Delhi,Delhi,28.6693,77.3476,1595,1.88,36.4,47.0,44.0,43.2,44.7,0.985,3.314,0.037,0.42,0.28,0.1676,0.9
BAT-0609,Fleet Operator B (2W),VoltPack-3200,LFP,3.2,52.0,2021-11-28,Ahmedabad,Gujarat,23.0606,72.6168,651,2.01,30.6,46.0,64.1,36.6,31.8,0.9876,6.107,0.017,0.361,0.241,0.1191,0.9168
BAT-0610,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,60.0,2023-01-03,New Delhi,Delhi,28.6473,77.2344,1390,1.92,31.7,48.4,25.1,24.4,42.6,0.9872,3.007,0.118,0.369,0.246,0.1317,0.9144
BAT-0611,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,48.0,2021-05-20,Pune,Maharashtra,18.5662,73.7941,888,1.97,37.4,49.9,58.4,15.2,36.6,0.9878,3.751,0.066,0.355,0.237,0.0794,0.9184
BAT-0612,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,48.0,2022-01-04,Pune,Maharashtra,18.6161,73.7102,1037,2.11,31.0,51.8,43.3,38.0,11.9,0.9879,3.744,0.01,0.352,0.235,0.0735,0.9192
BAT-0613,Fleet Operator A (4W),VoltPack-27100,LFP,27.1,96.0,2022-04-24,Chennai,Tamil Nadu,13.0697,80.1969,986,18.29,35.5,51.6,82.7,35.0,33.4,0.9891,3.781,0.025,0.326,0.217,0.0818,0.9266
BAT-0614,Fleet Operator A (3W),VoltPack-6100,NMC,6.1,60.0,2022-12-01,Mumbai,Maharashtra,18.984,72.9418,371,5.19,33.2,43.3,23.9,37.2,19.7,0.9948,3.594,0.04,0.194,0.129,0.0359,0.9641
BAT-0615,Fleet Operator A (2W),VoltPack-4100,LCO,4.1,52.0,2021-05-25,Ahmedabad,Gujarat,23.001,72.5015,1255,2.12,38.4,44.7,93.0,26.2,20.8,0.985,3.279,0.039,0.42,0.28,0.1432,0.9
BAT-0616,Fleet Operator A (2W),VoltPack-3800,LCO,3.8,48.0,2023-05-19,Pune,Maharashtra,18.481,73.7836,1126,2.86,31.3,44.7,89.1,19.7,75.0,0.9916,1.885,0.017,0.267,0.178,0.0915,0.9433
BAT-0617,Fleet Operator A (2W),VoltPack-3200,LCO,3.2,48.0,2023-12-06,New Delhi,Delhi,28.5171,77.2952,1559,2.2,32.3,50.3,81.3,42.1,53.9,0.9894,2.057,0.025,0.317,0.212,0.1178,0.9291
BAT-0618,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,52.0,2023-12-20,Nagpur,Maharashtra,21.2842,79.0026,997,2.48,30.0,45.0,63.6,26.3,49.8,0.9873,3.369,0.102,0.367,0.245,0.0924,0.915
BAT-0619,Fleet Operator B (3W),VoltPack-6400,NMC,6.4,48.0,2021-11-21,Hyderabad,Telangana,17.3744,78.4854,1157,4.02,34.9,47.3,53.9,14.5,11.3,0.9875,3.215,0.027,0.361,0.241,0.1001,0.9166
BAT-0620,Fleet Operator B (2W),VoltPack-3100,LFP,3.1,60.0,2022-12-25,Chennai,Tamil Nadu,13.1714,80.2582,1500,2.39,35.2,43.8,43.7,33.2,36.7,0.9922,1.555,0.017,0.255,0.17,0.0611,0.9468
BAT-0621,Fleet Operator B (2W),VoltPack-4300,LFP,4.3,48.0,2022-07-24,Kochi,Kerala,10.057,76.1581,1477,2.85,37.4,48.0,36.5,40.3,25.4,0.9886,2.175,0.022,0.336,0.224,0.1151,0.9238
BAT-0622,Fleet Operator B (2W),VoltPack-3000,NMC,3.0,52.0,2024-03-03,Pune,Maharashtra,18.4632,73.754,911,1.91,35.0,42.4,33.4,24.5,45.4,0.9878,3.836,0.003,0.355,0.236,0.1345,0.9185
BAT-0623,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,60.0,2022-01-15,Bengaluru,Karnataka,12.9279,77.6379,978,2.77,33.9,46.3,12.1,42.7,22.6,0.9908,2.494,0.037,0.285,0.19,0.0569,0.9382
BAT-0624,Fleet Operator A (3W),VoltPack-6900,LFP,6.9,48.0,2021-11-27,Kochi,Kerala,9.9283,76.3066,249,6.24,27.2,42.0,6.9,39.9,5.8,0.9965,4.475,0.005,0.155,0.103,0.0175,0.9752
BAT-0625,Fleet Operator A (2W),VoltPack-4300,LCO,4.3,48.0,2022-11-10,Jaipur,Rajasthan,26.9845,75.8006,593,3.77,30.2,46.2,5.2,30.0,8.3,0.9956,2.459,0.041,0.175,0.117,0.0357,0.9694
BAT-0626,Fleet Operator C (2W),VoltPack-3900,LFP,3.9,48.0,2024-10-01,Chennai,Tamil Nadu,13.0059,80.3481,877,2.85,34.7,48.8,19.5,23.1,43.7,0.9909,3.642,0.027,0.285,0.19,0.0821,0.9383
BAT-0627,Fleet Operator B (3W),VoltPack-6500,LFP,6.5,48.0,2021-04-24,Mumbai,Maharashtra,19.0439,72.9878,1579,4.95,34.4,51.0,59.9,34.3,48.6,0.9919,1.497,0.018,0.261,0.174,0.0644,0.945
BAT-0628,Fleet Operator A (3W),VoltPack-5700,LFP,5.7,60.0,2024-11-17,Pune,Maharashtra,18.4466,73.8919,966,3.8,33.7,46.9,65.2,13.1,71.7,0.9888,3.603,0.016,0.332,0.222,0.1034,0.9249
BAT-0629,Fleet Operator C (2W),VoltPack-3500,NMC,3.5,48.0,2024-08-21,Jaipur,Rajasthan,26.8677,75.9049,692,2.7,33.2,41.8,48.0,43.7,41.9,0.9922,2.768,0.035,0.254,0.169,0.0729,0.947
BAT-0630,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,48.0,2023-05-18,Ahmedabad,Gujarat,22.9009,72.5705,532,2.65,34.8,49.7,14.1,25.9,35.4,0.991,5.091,0.087,0.281,0.187,0.052,0.9393
BAT-0631,Fleet Operator A (3W),VoltPack-5100,NMC,5.1,48.0,2022-11-02,Bengaluru,Karnataka,12.9126,77.5862,1357,3.68,29.0,42.1,52.8,33.7,24.8,0.9906,1.898,0.024,0.291,0.194,0.0943,0.9365
BAT-0632,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,52.0,2022-04-02,Ahmedabad,Gujarat,22.8786,72.6311,1064,2.62,34.2,44.2,55.5,26.8,14.6,0.9915,1.978,0.08,0.271,0.181,0.0659,0.9422
BAT-0633,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2022-10-10,Chennai,Tamil Nadu,13.0597,80.1269,1690,2.7,32.9,51.2,61.6,42.2,32.7,0.9875,2.327,0.031,0.362,0.241,0.148,0.9164
BAT-0634,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,60.0,2022-06-11,Nagpur,Maharashtra,21.2884,79.0295,535,3.49,30.3,43.4,5.0,25.3,13.6,0.9969,1.783,0.019,0.144,0.096,0.0175,0.9781
BAT-0635,Fleet Operator B (3W),VoltPack-5800,NMC,5.8,60.0,2021-01-22,Hyderabad,Telangana,17.2617,78.3902,1775,3.99,31.0,42.9,67.1,36.0,32.1,0.9895,1.642,0.02,0.316,0.211,0.0606,0.9294
BAT-0636,Fleet Operator B (2W),VoltPack-3700,NMC,3.7,52.0,2023-12-22,Chennai,Tamil Nadu,13.1784,80.245,1167,2.83,31.5,51.4,42.8,42.6,16.1,0.9919,2.144,0.005,0.26,0.173,0.0636,0.9454
BAT-0637,Fleet Operator C (2W),VoltPack-3400,NMC,3.4,52.0,2021-11-08,Kochi,Kerala,10.0698,76.1852,1448,2.56,33.4,50.8,52.0,39.3,32.4,0.9916,1.698,0.015,0.268,0.179,0.0767,0.9429
BAT-0638,Fleet Operator A (4W),VoltPack-32200,LFP,32.2,96.0,2022-05-04,Pune,Maharashtra,18.3761,73.982,1129,23.72,37.8,60.6,131.5,22.3,21.8,0.9911,2.318,0.039,0.28,0.187,0.0914,0.9396
BAT-0639,Fleet Operator B (3W),VoltPack-7700,LCO,7.7,48.0,2024-06-28,Pune,Maharashtra,18.4894,73.7097,1869,4.98,37.4,42.4,47.7,31.6,41.1,0.9881,1.554,0.044,0.347,0.232,0.1337,0.9206
BAT-0640,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,52.0,2022-10-02,Hyderabad,Telangana,17.3637,78.4657,1730,2.79,34.6,64.2,129.1,21.0,49.6,0.991,1.448,0.035,0.282,0.188,0.0375,0.939
BAT-0641,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,48.0,2021-06-05,Ahmedabad,Gujarat,23.0746,72.4995,1087,2.31,30.0,43.0,12.3,26.0,19.5,0.9906,2.623,0.021,0.29,0.193,0.1001,0.9368
BAT-0642,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,48.0,2021-07-23,Bengaluru,Karnataka,13.1202,77.5097,829,3.19,29.3,43.2,27.4,19.7,10.7,0.9944,1.563,0.043,0.202,0.135,0.045,0.9617
BAT-0643,Fleet Operator A (2W),VoltPack-4400,LFP,4.4,48.0,2023-02-02,Bengaluru,Karnataka,13.0017,77.6314,1286,2.93,34.8,50.2,22.6,13.0,46.8,0.9888,3.016,0.041,0.333,0.222,0.0718,0.9247
BAT-0644,Fleet Operator B (2W),VoltPack-3400,NMC,3.4,52.0,2021-12-14,Bengaluru,Karnataka,12.8692,77.6336,1202,2.44,34.9,51.3,55.6,23.7,33.2,0.9904,2.805,0.03,0.295,0.197,0.0728,0.9355
BAT-0645,Fleet Operator A (2W),VoltPack-4100,LCO,4.1,48.0,2021-09-05,Jaipur,Rajasthan,26.9845,75.6685,1353,3.23,31.7,48.6,19.5,24.7,44.5,0.9928,1.441,0.011,0.241,0.161,0.0634,0.9507
BAT-0646,Fleet Operator A (2W),VoltPack-4100,LFP,4.1,48.0,2023-09-16,Pune,Maharashtra,18.4799,73.946,1378,2.6,34.7,50.6,72.3,16.0,18.0,0.9877,2.568,0.037,0.357,0.238,0.1011,0.9179
BAT-0647,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,48.0,2024-07-21,Bengaluru,Karnataka,13.0648,77.5838,819,2.5,34.7,51.0,79.9,27.1,10.1,0.989,3.953,0.001,0.327,0.218,0.0645,0.9264
BAT-0648,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,48.0,2023-03-02,Mumbai,Maharashtra,19.1927,72.9938,1109,2.89,38.9,61.0,97.2,16.5,46.0,0.9925,2.199,0.037,0.246,0.164,0.0336,0.9492
BAT-0649,Fleet Operator B (2W),VoltPack-3800,LFP,3.8,52.0,2021-08-22,Bengaluru,Karnataka,13.0418,77.6257,734,3.1,31.2,49.6,5.6,21.3,19.7,0.9937,2.241,0.028,0.22,0.147,0.0626,0.9566
BAT-0650,Fleet Operator A (3W),VoltPack-5700,NMC,5.7,48.0,2023-06-17,Jaipur,Rajasthan,26.9208,75.7217,1463,4.26,34.3,44.7,29.5,14.5,28.6,0.9914,1.695,0.036,0.272,0.181,0.0515,0.9419
BAT-0651,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,60.0,2021-02-06,Bengaluru,Karnataka,12.8259,77.5289,851,2.31,33.5,45.5,26.1,24.6,48.6,0.9885,3.907,0.099,0.338,0.226,0.0805,0.9231
BAT-0652,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,60.0,2022-11-23,Mumbai,Maharashtra,19.1365,72.8201,748,3.14,28.9,41.0,22.7,42.7,28.0,0.9955,1.538,0.014,0.178,0.119,0.0223,0.9685
BAT-0653,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,60.0,2024-05-01,Bengaluru,Karnataka,13.0059,77.7143,642,2.82,31.8,47.4,17.5,32.1,31.9,0.9949,2.623,0.001,0.193,0.128,0.0386,0.9644
